review_text,rating,review_date
barang sesuai pesanan. pengiriman cepat. siip,5,2025-11-16 00:25:49
kenapa sekarang Shopee jadi slalu elord... yang saya alamin sering banget di batalkan otomatis! kecewa banget soalnya lagi perlu perlunya,3,2025-11-16 00:22:12
sangat menyenangkan,5,2025-11-16 00:18:04
mantap,5,2025-11-16 00:17:13
sangat baik,5,2025-11-16 00:16:45
semoga masyarakat sadar..beli online itu g enak...,1,2025-11-16 00:16:39
Belanja lancar. Makasih yaa Shopee,5,2025-11-16 00:16:11
Alhamdulillah semenjak ada shopee di indonesia belanja apa aja bisa onlen juga masarakat mensukai shopee ini saya juga terimakasi sama toko2 onlen pusat shopee ini tetap semangat juga amanah,5,2025-11-16 00:16:07
apk mantap,5,2025-11-16 00:11:22
mudah di pahami dan diskon selalu ada tolong di percepat setiap pengiriman.,5,2025-11-16 00:07:46
Lupa sandi,5,2025-11-16 00:06:45
aplikasi terbaik,5,2025-11-16 00:05:03
banyakin promonya,5,2025-11-15 23:59:15
"Bagus,mudah digunakan dan sangat bermanfaat.",5,2025-11-15 23:57:02
belanja jadi mudah bisa online,5,2025-11-15 23:56:42
ok lah,5,2025-11-15 23:55:56
mudah mencari dan membeli yg di inginkan. good job,5,2025-11-15 23:54:40
gratis ongkirnya mantap,5,2025-11-15 23:54:39
biar bintang yg bicara,5,2025-11-15 23:54:26
mantap,5,2025-11-15 23:53:55
Aplikasi favorit,5,2025-11-15 23:48:48
barang murah tapi gak murahan ...ongkir ringan..thanks shopee,5,2025-11-15 23:48:20
cepat dan mudah bisa Cod,5,2025-11-15 23:46:18
"""windows"" video live-nya bisa dihilangkan aja ga? ganggu banget buat scrolling/review barang.",3,2025-11-15 23:42:30
aplikasi nya bagus baget sangat membantu. tapi pengiriman nya ini luar biasa lama sekali . tidak seperti yg sebelumnya. semoga bisa di benahi lagi spx nya,3,2025-11-15 23:42:01
saya selama pake shopee gak pernah sekecewa ini sudak 2 kali bermasalah di pengiriman DC Kudus paket kalo sudah sampai sana pasti lama sekali datang nya DC lain gak gitu apa lagu pula paket yang sudah lewat sana pasti datang ya kalo gak cact ya gak sesuai pesanan tolong perbaiki lagi sistem pengiriman DC Kudus kalau sudah benar saya pasti kasih bintang 5,1,2025-11-15 23:41:45
bagus,5,2025-11-15 23:41:38
apk shopiee sangat membantu dalam proses pembelajaran,5,2025-11-15 23:40:44
"COBA TAMBAH PEMBAYARAN PAKAI GOPAY DENGAN DANA GUA MASIH PELAJAR MANA BISA PAKE BANK, NGERTIIN JUGA DONG YANG MASIH PELAJAR",1,2025-11-15 23:38:01
manfaat,5,2025-11-15 23:37:54
"maksudnya apa pembatalan sepihak dari shopee, di keterangan tertulisnya aktifitas tidak wajar. Masak udah 5x orang beda yang beli dibatalin terus, situ bikin voucher sendiri kok nge claim aktifitas tidak wajar, mana admin naik lagi stress lu shopeee!!!!",1,2025-11-15 23:37:02
pengiriman sangat lama dan saat masuk aplikasi selalu harus ke beranda video duluan Tolong diperbaiki secepatnya.,1,2025-11-15 23:35:44
Terus terang Wow dgn fitur tracking nya yg jelas dan rinci banget. Bs dpt harga bagus bgt kalau bs ngepasin promonya Keterangan mall ori jg sangat memberikan ketenangan. Fantastik!,5,2025-11-15 23:34:20
begitu sayang kamu shopee,5,2025-11-15 23:34:07
Bagussss,5,2025-11-15 23:32:38
Apakah Pelayanan nya bisa di perbaiki dalam jasa pengiriman nya tolong jangan kcewain castamer,4,2025-11-15 23:32:31
iklannya mengganggu di youtube,1,2025-11-15 23:29:59
aplikasi nya bagus tapi kadang ngebug loading lama jadi kalo bisa di perbaiki dan dan login alamat lumayan susah ya gituu pokoknya aplikasinya bagus,4,2025-11-15 23:27:26
sangat membantu saya ketika berbelanaja anjay,5,2025-11-15 23:27:25
skrg tu kalo buka shope langsng masuk ke shope vidio sumpah bkin ribet bgt g suka ap lg apknya suka bug kalo masuk shope vidio uda keluar ttep bunyi malesin bgt g suka ih,1,2025-11-15 23:25:24
belanja dshopy lebih mudah dan murah,5,2025-11-15 23:25:18
sangat bagus,5,2025-11-15 23:24:15
tapi kenapa limit pinjaman tidak bisa cair,5,2025-11-15 23:20:48
good,5,2025-11-15 23:19:57
"sdh mulai tdk nyaman ,sya kurangin bintangnya,",3,2025-11-15 23:19:13
sangat membantu dalam jual beli apapun. pokok sip deh. 👍👍👍👍👍👍👍,5,2025-11-15 23:17:41
sangat membantu,5,2025-11-15 23:17:30
Terimakasih pelayananya memuaskan,5,2025-11-15 23:16:50
sangat baik,5,2025-11-15 23:16:46
bener bener membantu apalagi gratis ongkirnya selalu di update dan barang barang bagus nbmohon di perbaiki masalah spaylater agar lebih mudah untuk di verifikasi selebihnya bagus semua,5,2025-11-15 23:14:53
terjamin sekali,5,2025-11-15 23:10:04
"HATI HATI ADA HARGA AI OTOMATIS NAIK TURUN CENDERUNG MAHAL, INTINYA HARGA SETIAP PRODUK SELLER DIUBAH OTOMATIS DENGAN AI JADI GA FAIR HARGA SELLER, BIKIN BONCOS KONSUMEN",1,2025-11-15 23:07:20
Min tolong ya saya engga kenal sama namanya bu mistiyah... Kenapa banyak sekali yang telvon saya atas nama shopee untuk sampaikan pesan ke bu mistiyah... Tolong direspons,5,2025-11-15 23:05:58
bagus banget gan,5,2025-11-15 23:03:30
good,5,2025-11-15 23:00:32
saya sudah berlangganan di Shopee dan saya sangat puas,5,2025-11-15 23:00:12
"sangat bagus,tapi tolong kenapa waktu login langsung masuk ke shope video??",5,2025-11-15 23:00:03
good,5,2025-11-15 22:58:46
"pas di update ke vers terbaru apk nya jadi berat, mau cek pesanan aja nge lag",2,2025-11-15 22:58:34
"bagus,cocok",5,2025-11-15 22:58:31
terbaiiiiik,5,2025-11-15 22:58:29
makasih shopee hebat kasih harga murah dan gratis ongkir itu sangat membantu aku dlm memilih kebutuhan aku,5,2025-11-15 22:58:17
Ok selalu dapat gratis ongkir tapi kesel nya suka lemot banget,4,2025-11-15 22:58:01
Tiada kata lain selain mantap....,5,2025-11-15 22:52:52
sangat membantu terimakasih,5,2025-11-15 22:51:10
shopee emg jos,5,2025-11-15 22:50:38
trims banyak diskon dan barang sesuai pesanan,5,2025-11-15 22:49:45
"Sangat Baik,,Belanja di sini Sesuai dengan pesanan",5,2025-11-15 22:49:01
selama pakai shopee semua baik2 aja gx pernah ada kendala apapun..oke lah pokonya👍🏼👍🏼👍🏼,5,2025-11-15 22:48:45
iklan mu di mana man knt,1,2025-11-15 22:46:55
mantab,5,2025-11-15 22:44:41
Parah lemot dan sering erorr,5,2025-11-15 22:44:21
lumayan,4,2025-11-15 22:43:03
Sudah mulai malas pakai Shopee Pengiriman Lambat COD tidak ada Member Platinum biar jadi Perunggu Bagus ada Aplikasi yang lainnya.,1,2025-11-15 22:42:15
Pusat berbelanjaan yang mantap dan terpecaya,5,2025-11-15 22:42:11
jos jis,5,2025-11-15 22:39:05
lancar...,5,2025-11-15 22:38:50
sy sangat puas dgn produk ini sanaht manjur gk nyesel dah beli di shopie,5,2025-11-15 22:37:27
apalah pake metode segala gaje,1,2025-11-15 22:36:21
is the best lah pokoknya,5,2025-11-15 22:35:20
"update tanggal 15 nov2025 tetap saja lama jangan. gunakan VIP kenyataan lama standart lama. sdh di beri masukkan Shopee tdk berubah 2 percuma di beri Ulsan hanya minta maaf maaf maafn tdk memperbaiki spx , SPX ekspres tdk rekomendasi lama biasanya 3 hari ini sampai 1 minggu lebih tdk sampai pakai SPX ekspres, akun VIP jangan diberi SPX expres makanan di tunggu tdk sampai sampai tujuan. tolong akun VIP jgn diarahkan pengirim yg lama. ini masukkan untuk masukkan positif agar Shopee semakin baik 👍",2,2025-11-15 22:32:42
difilter jualannya yg original baru pake kode mall.kalo palsu nga ush pake kode mall.,5,2025-11-15 22:30:31
TOP,5,2025-11-15 22:30:21
ok mantap tuk saat inimah,5,2025-11-15 22:29:06
mantap...,5,2025-11-15 22:28:46
suippp lah👍👍👌,5,2025-11-15 22:25:39
sangat membantuk untuk ibu ibu yang gak bisa kepasar karna repot ngurus anak,5,2025-11-15 22:24:49
sangat puas dengan aplikasi shopee ini sangat membantu untuk berbelanja karena harganya lebih murah banyak diskon dan gratis ongkir,5,2025-11-15 22:24:10
saya suka berbelanja di sini,5,2025-11-15 22:22:57
sopi tetap yg terbaik mudah amanah. tergantung kedepannya tetap yg terbaik /sebaliknya.,5,2025-11-15 22:21:20
IKLAAAAAN,1,2025-11-15 22:20:00
enak belanjanya,5,2025-11-15 22:19:15
aman dan terpercaya,5,2025-11-15 22:19:08
"dulu dih jarang belanja disini,tapi sekarang sering karna ongkirnya murah meriah cuman 1-2rb aja,sehari aja bisa tu 2-4 pesanan 😭",5,2025-11-15 22:15:42
semoga kedepanya lebih lancar lagi..,5,2025-11-15 22:13:40
sedang,5,2025-11-15 22:10:39
oke,5,2025-11-15 22:07:35
belanja di shopy sangat murah dan membantu,5,2025-11-15 22:05:12
ok,5,2025-11-15 22:05:04
yang ku kecewakan dari aplikasi ini adalah iklanya yg terlalu memaksa untuk mengunduh/belanja dan lebih menggangu daripada aplikasi lainya,1,2025-11-15 22:04:48
lelet bangsat,5,2025-11-15 22:04:40
mantap,5,2025-11-15 22:03:15
"Belanja COD di Shopee, sangat memuaskan, jadi pengen order lagi dan order lagi, trima kasih Shopee.",5,2025-11-15 21:56:45
bagusss,5,2025-11-15 21:56:35
mantap,5,2025-11-15 21:55:34
barang sesuai hanya pembayaran lewat dana bisakah diadakan.trimks,5,2025-11-15 21:53:08
mantap,5,2025-11-15 21:52:55
ribet buat cod nya. seharian nunggu kurir ga ada kabar di traking paket ga ada nmr kurir saat ditinggal pergi tiba² ngehubungi tampa konfirmasi dulu. btw saya tinggal sendirian jadi ga bisa asal titip uang ya.,1,2025-11-15 21:51:40
Shopee Indonesia sangat baik dan bagus,5,2025-11-15 21:48:27
Shopee selalu di hati,5,2025-11-15 21:48:13
selalu oke,5,2025-11-15 21:47:49
saya senang belanja di shopee karna barangnya murah dan bagus,5,2025-11-15 21:47:09
bgus,5,2025-11-15 21:46:46
sya Suka pesan di App. shopee trpercaya dan gak ribet serta sya suka pelayanannya... semua barang yg ku butuhkan semua tersedia dan hrga relatif terjangkau... semoga makin kedepan makin murah ongkir nya wlwpun beli barang 1 atau 2 saja 🫰,5,2025-11-15 21:45:45
"Alhamdulillah..... Senang bngt blanja di shopee,, sering dpt gratis ongkir😊 tp paketnya ada yang agk lama sampainya, sept paket kurma yg sdh 2x diorder,, dtrima mulai berjamur😔 krn lama trbungkus dlm paket, kurma yg diorder msih lama expnya",5,2025-11-15 21:45:24
sangat bagus,5,2025-11-15 21:45:22
semua ada yang aku buguhkan. sangat membantu kebutuhan.,5,2025-11-15 21:45:12
"mantap, jangan mahal mahal, yang murah murah saja.",5,2025-11-15 21:45:05
kuat biasa sangat mmbatu,5,2025-11-15 21:44:19
barangnya murah dan bagus gratis ongkir,5,2025-11-15 21:44:19
sering ngelag padahal jaringan bagus cache udah dihapus masih aja suka lama,5,2025-11-15 21:43:41
"beli online sangat membantu, tidak keluar rumah, dan juga di antar paketan nya",5,2025-11-15 21:42:58
jempol poknya,3,2025-11-15 21:42:19
"kenapa spinjam selalu di tolak padahal sebelum²ny,bayar tepar waktu ngk pernah ada tunggakan malahan bayar cepet sebelum jatuh tempo, giliran mau spinjam lagi di tolak terus gara² bayarnya lebih cepat",3,2025-11-15 21:42:15
iklan sangat memaksa & mengganggu semoga kalian dibalas dengan setimpal,1,2025-11-15 21:41:43
mantap,4,2025-11-15 21:41:37
bagusd,5,2025-11-15 21:41:30
bagas,3,2025-11-15 21:41:15
bagus walau mulai mecoba,5,2025-11-15 21:40:05
bagus,5,2025-11-15 21:39:40
"selama belanja di Shopi,alhamdullah GK ada yg slah. semoga terjaga toko2 yg bergabung di shopi",5,2025-11-15 21:39:17
"aplikasi belanja online tanpa ribet dan mudah digunakan,ga neko2. ada gratis ongkir tiap hari. voucher diskon jg byk. puaslah pokokke.",5,2025-11-15 21:38:52
Good,5,2025-11-15 21:36:57
mantap buat orang banyak,5,2025-11-15 21:35:10
"akun sudah platinum g bisa cod ,g pernah batalin pesanan ,yg batalin sistem akun q jadi g bisa cod",2,2025-11-15 21:34:37
nomer saya 13 dijit yang tertera hanya 12 dijit dikurir,1,2025-11-15 21:33:20
belanja ndak ribet,5,2025-11-15 21:32:51
pengiriman cepat .barang sesuai dengan yang dipesan pedagangnya dapat dipercaya,5,2025-11-15 21:30:51
cepat dan mudah,5,2025-11-15 21:29:26
"sengaja kasih bintang 5 biar keliatan, shopee sangatlah bagus dan relevan sebagai tempat berbelanja online yang paling murah. tapi tolong donk supaya gratis ongkir dulu di kembalikan. nyesek banget gak bisa sepuasnya beli barang di shopee, semoga para pihak bisa mengerti.",5,2025-11-15 21:29:07
ribet promo scam disuruh ngutang dulu,1,2025-11-15 21:28:51
sangat bagus,5,2025-11-15 21:28:25
pokoknya perfect banget dehhh,5,2025-11-15 21:28:15
ok,5,2025-11-15 21:27:20
bagus,3,2025-11-15 21:26:53
saya sebagai pengguna shopee merasa menyesal karena saya tidak bisa membeli barang di shopee karna tidak bisa verifikasi phone saya tidak tau mengapa ini bisa terjadi padahal sebelumnya tidak ada masalah seperti ini dan sudah beberapa kali mencoba verifikasi tetep gagal suruh hubungi customer server malah ngelunjak saya disini merasa di permainkan oleh pihak shopee saya merasa menyesal telah menginstal aplikasi shopee untuk berbelanja 😞,3,2025-11-15 21:26:42
"saya berharap kepada pihak pembuat aplikasi shopee ini, khususnya aplikasi pembeli tolong di kasih konfirmasi saat klik SELESAI, karena untuk sekelas shopee ini tidak aman jika kita klik sekali tombol selesai, ya sudah kita tidak bisa komplain seharusnya pembuat aplikasi shopee ini memikirkan dampak kerugian konsumen jika sekali pencet SELESAI langsung dana masuk ke penjual tanpa ada keterangan konfirmasi melanjutkan karena ujung-ujungnya konsumen/pembelilah yang di rugikan",1,2025-11-15 21:25:03
"logistik nya skrg ga bisa milih sendiri, selalu dapet spx ekspress dan sellau lambat, penanganannya/solusinya dari pihak shopee juga lambat, kasih pilihan logistik aja biar bisa pilih sendiri biar lebih efektif.",1,2025-11-15 21:24:22
👍,5,2025-11-15 21:23:50
kurir memaki maki saya melalui panggilan telp,1,2025-11-15 21:23:19
pengiriman..sangat lambat...ininakan membuat shope bangkrut,1,2025-11-15 21:22:44
sangat membantu untuk mencari barang yang sulit di jangkau,5,2025-11-15 21:21:26
memuaskan,5,2025-11-15 21:20:55
mantul,5,2025-11-15 21:20:39
lebih mudah,5,2025-11-15 21:19:47
"saya sangat menyukai shopee, semenjak pakai shopee jd sering belanja, harganya juga bersahabat, pengirimannjuga cepat, tapi kenapa limit nya gak naik naik ya heehh",5,2025-11-15 21:19:28
"-Murah""Ramah"" Yg Sekarang.. -Iklan Skip Sja .. 🤔 ( Please ) -👍 All..ShoPee 👍 🤝",5,2025-11-15 21:15:57
barang sesuai dengan pesanan harga produk murah meriah,4,2025-11-15 21:15:36
Barang yg dijual lumayan komplit,5,2025-11-15 21:14:48
bagus,5,2025-11-15 21:14:01
bagus ajah,5,2025-11-15 21:13:45
harga kompetitif dan kualitas yg lumayan,5,2025-11-15 21:13:25
keren,5,2025-11-15 21:13:08
aplikasi yg memudahkn buat cari makan disaat hujan susah klr,5,2025-11-15 21:11:56
shopee selalu amanah,5,2025-11-15 21:11:35
"SUKA BANGET SMA APL INI, tapi ongkir nya ke kalimantan mahall, tapi TETEP SUKA KOK SAMA APL NYA🫰",5,2025-11-15 21:10:59
Belanja dishopee harganya murah hanya saja status pengirimannya sering terlambat dan tidak ada tertera nama kurir serta no hp yg bisa dihubungi,5,2025-11-15 21:09:31
olshop favorit,5,2025-11-15 21:08:15
udah jelas paling aman dan jujur saya harap 2035 shopee makin kerennnn,5,2025-11-15 21:08:00
keren,5,2025-11-15 21:07:50
sangat memuaskan,5,2025-11-15 21:07:29
"Pada nggak bisa bantu saya buat aktifin spay leternya, jaringan bermasalah terus katanya, padahal jaringan bagus aja",1,2025-11-15 21:06:35
shopee sangat membantu dlm berbisnis,5,2025-11-15 21:05:23
mamtul boss...semoga ditambah lg kebaikan'a🙏🏻,5,2025-11-15 21:05:10
sellu puas,5,2025-11-15 21:04:26
sangat membantu dan memuaskan semua bsa di rut di sni,5,2025-11-15 21:04:23
mantap,5,2025-11-15 21:03:19
apk sangat membantu bagi yang gak suka keluar rumah,5,2025-11-15 21:00:14
"tolong kasih fitur pembatalan di shopeefood, barusan bngttt pesen makanan, terus salah varian, mau batalin tpi ga bisaaaa, sedangkan klo pihak kurirnya yg batalin bakalan kena sanksi, untuk hubungin pihak restoran aja bahkan di persulit, tolong bngt ini mahhhh shopee, kan kasihan Abang kurirnya",1,2025-11-15 21:00:06
shopee sangat membantu dari sekian aplikasi shopee paling keren dan mudah,5,2025-11-15 20:59:46
semakin memudahkan belanja online 👍🏻,5,2025-11-15 20:59:15
smga bnyak bonusnya,3,2025-11-15 20:58:09
matepp,5,2025-11-15 20:57:53
bintang 4 aja dulu Krn baru install. kaget juga trnyata banyak vouchernya & ongkir lebih murah dibanding si ijo & si biru.,4,2025-11-15 20:57:20
sangat membantu,5,2025-11-15 20:56:09
sangat mantap,5,2025-11-15 20:55:21
belanja di shopee pokok nya is the best🫶😘,5,2025-11-15 20:53:52
Coba dulu bintang 1 klu bagus tambah,5,2025-11-15 20:52:59
aku suka ini,5,2025-11-15 20:52:15
memudahkan ap yang kita butuhkan..mantap dech pokoknya,5,2025-11-15 20:50:05
baik,5,2025-11-15 20:49:58
pengiriman cepat Dan bagus,5,2025-11-15 20:49:45
sangat puas belanja d shopee,5,2025-11-15 20:48:20
aplikasi yang betul betul tanggung jawab...,5,2025-11-15 20:47:37
"Akun mendadak dibatasi dengan alasan penggunaan promo shopee food tidak wajar, padahal saya hanya menggunakan voucher yang tersedia di akun saya. Kebijakan perlu ditinjau ulang, penanganan keluhan dari customer service tidak menyelesaikan apapun, sangat buruk",1,2025-11-15 20:46:20
makjos poko na mah well,5,2025-11-15 20:45:25
"sangat mudah belanja banyak gratis ongkir dan cod, pokoknya sangat membantu sekali trima ksh shopee, lanjutkan dan terus berinovasi👍👍👍🙏",5,2025-11-15 20:45:07
josss,5,2025-11-15 20:43:39
shoopy indonesia barang barang nya bagis dan gratis ongkir,1,2025-11-15 20:42:40
"suka,,karna setiap keluhan langsung direspon dan ditindaki👍",5,2025-11-15 20:42:38
bagus,5,2025-11-15 20:42:10
sangat bagus,5,2025-11-15 20:40:22
Belanja di Shopee pelayanannya selalu bagus,4,2025-11-15 20:38:20
ok mantaps,5,2025-11-15 20:37:58
sudah tidak dapat pembayaran sistem cod di manado dan sekitarnya,1,2025-11-15 20:37:35
Bagus,5,2025-11-15 20:36:26
good,5,2025-11-15 20:35:06
bagus,5,2025-11-15 20:34:28
ok,5,2025-11-15 20:34:26
bagus dan mantap,5,2025-11-15 20:34:02
audit lagi tempat shortir Benowo DC gresik. banyak keluhan dari pelanggan kok tetap dibiarkan.,1,2025-11-15 20:33:47
pembelian di shoppy bisa di percaya dan sangat mudah,5,2025-11-15 20:32:39
bagus banget apk ini berguna banget buat aku ( GK hanya aku sih semua orang juga 😁 ),5,2025-11-15 20:32:18
suka shofee,5,2025-11-15 20:31:44
bagus,5,2025-11-15 20:30:09
plis shope tolong shope affiliate adain fitur ubah nama😭😭😭,5,2025-11-15 20:28:55
sampai saat ini sangat2 membantu dalam saya belanja..dan responnya cepat,5,2025-11-15 20:28:33
Aplikasi belanja yg mudah,5,2025-11-15 20:28:09
"video live mengganggu, aplikasi jadi lemot",2,2025-11-15 20:26:43
sangat membantu dan mempermudah hidup,5,2025-11-15 20:26:27
"𝑀𝑎𝑛𝑡𝑎𝑏 𝑑𝑒ℎ 𝑝𝑜𝑘𝑜𝑘𝑛𝑦𝑎,,,",5,2025-11-15 20:26:11
keren,5,2025-11-15 20:26:08
i like it..,5,2025-11-15 20:23:59
mantap,5,2025-11-15 20:21:34
terbantu mencari barang,5,2025-11-15 20:21:28
Shopee sangat membantu sekalih buat pilihan berbelanja..,5,2025-11-15 20:19:16
Gooooood...👍 sampai sejauh ini saya masih menggunakan aplikasi ini.,5,2025-11-15 20:17:31
murah diskon besar,5,2025-11-15 20:16:59
keren,5,2025-11-15 20:16:54
senang bngat deh belanja di shoope hrgnya murah kualitasnya bagus mudah di akses pengirimannya cepat pokoknya bagus bngat deh,5,2025-11-15 20:16:02
"Tolong ditindak lanjut dengan tegas untuk kantor SPX cabang Kab. Sumenep, Manding Hub. Paket saya jarang diantar ke rumah, kadang paket saya tertahan di kantornya beberapa Hari, setiap hari ada laporan paket akan di antar hari ini tapi ditungu-tunggu belum datang ke esokan harinya begitu lagi akhirnya saya lebih sering mengambil sendiri ke kantornya. alamat rumah saya desa Mantajun kec. Dasuk. saya sudah lapor ke CS Shopee pusat tapi belum ada tindakan yg tegas",1,2025-11-15 20:15:58
"Tempat belanja online yang mudah dan nyaman, Shoppe sudah lama jadi andalan dan sampai hari ini service nya makin bagus.",5,2025-11-15 20:14:08
saya suka aplikasi ini tidak ribet,5,2025-11-15 20:13:58
sangat bagus dan bermanfaat,5,2025-11-15 20:13:28
aplikasi penipu dan sampah,1,2025-11-15 20:13:09
belanja berbagai jenis barang menjadi sangat mudah,5,2025-11-15 20:12:23
mohon jangan di download aplikasi shopee ini karena kurirnya lama kelamaan aneh² tidak jelas gitu dan klo kita pesan barang yah pass nyampe di tangan kurir nya langsung dikembalikan tanpa ada konfirmasi sama kita,1,2025-11-15 20:12:13
bagus barangnya,4,2025-11-15 20:11:23
aplikasi nya inii udahh bagus tpii tolongg donk jangan pakaii ongkir soalnya pas lagi mahal mahalnya barang yang kmi beli tambah ongkirnya lagii jadi peningg tolongg dongg buat gratis ongkir,5,2025-11-15 20:10:50
"sy suka belanja di shopee.. tapi pelayan pada kantor spx alu bili rayek, aceh utara sangat mengecewakan. dengan suara yg lantang waktu kami tanya tantang pesanan yg udah sampai udh satu hari tidak diantar. waktu kita ambil ke kantor malah kita kecewa dengan perilaku pekerja kasir tgl 15 bln 11 2025 sore...",5,2025-11-15 20:10:35
mantap.,5,2025-11-15 20:10:33
good,5,2025-11-15 20:10:12
"estimasi pengiriman yg di tawarkan tidak sesuai komitmen, beberapa kali mengalami hal yg kurang nyaman di pengiriman, karena keterlambatan jawaban yg di berikan CS tidak memuaskan dan tidak ada solusi",1,2025-11-15 20:09:53
selalu sukses,5,2025-11-15 20:09:41
the best,5,2025-11-15 20:09:02
baik,5,2025-11-15 20:07:50
sangat menyenangkan menggunakan shophe,5,2025-11-15 20:07:47
"Alhamdulillah senang belanja Di shopee,harga nya murah meriah Dan Amanah .",5,2025-11-15 20:07:45
Semoga selalu amanah,5,2025-11-15 20:07:05
Banyak Di Eror Mau Bkin akun Bnyak proses,1,2025-11-15 20:06:29
sesuai pesanan makasih🙏🏻🫶🏻,5,2025-11-15 20:05:17
Shoppe makin sukses yaa,4,2025-11-15 20:05:07
mantap makasi Shopi,5,2025-11-15 20:04:45
𝕒𝕟𝕥𝕒𝕡 𝕝𝕒𝕙,5,2025-11-15 20:04:42
"ongkir nya mahal""",5,2025-11-15 20:04:37
Belanja jadi lebih mudah dan sangat membantu,5,2025-11-15 20:03:20
shoopy sangat untuk mendapatkan barang yg tidak tersedia di toko.mantab,5,2025-11-15 20:02:53
mantap,5,2025-11-15 20:02:22
"suka belanja di shopee,harga lebih murah di banding platform lain",5,2025-11-15 20:01:44
sanggat membantu,4,2025-11-15 20:01:42
"tolong kinerja ekspedisi spx di benai lagi. barang tidak sampai, tidak ada reapon sama sekali. sangatmerugikan pelanggan.",1,2025-11-15 20:00:56
ngapa semua apk iklan nya shopee dah mana lagu nya gak singkron,1,2025-11-15 20:00:06
bagus,5,2025-11-15 19:59:47
"kenapa sekarang lambat pengiriman, di hp sudah datang tapi barang belum sampai kerumah, semoga kedepannya lebih cepat dan tepat waktu.",4,2025-11-15 19:58:42
God'Luck,5,2025-11-15 19:58:04
shopee emang top namun kurir dan penjual yang sering menyepelekan konsumen,5,2025-11-15 19:57:54
jos,4,2025-11-15 19:57:30
thanks shopeeleter ku telah diterima,5,2025-11-15 19:56:57
bagus,5,2025-11-15 19:56:51
"Knp sy ga bs buat pesanan, apa karana sy batalin belanjaan kmrn padahal itu krna mau nya toko nya suruh batalin krna ada masalah di pengiriman, ini sy mau belanja drtd ga bs chekout",5,2025-11-15 19:53:23
mantab,5,2025-11-15 19:53:20
bagus,5,2025-11-15 19:52:32
mantap,5,2025-11-15 19:52:31
"Berguna banget buat belanja berbagai kebutuhan, apalagi program affiliatenya sangat menarik",5,2025-11-15 19:51:40
nice,5,2025-11-15 19:49:08
lancar,5,2025-11-15 19:48:54
"semuanya mengecewakan pesanannya, bungkusnya rusak semuanya, dan ada barangnya yang hilang, untuk tasnya, dompet sama jamnya gak ada, dan untuk gamisnya kurang besar, padahal ukurannya aku sudah minta yang ××L lo, tapi gak muat😌😌😌",1,2025-11-15 19:48:38
baguu,5,2025-11-15 19:48:31
Bagus,5,2025-11-15 19:48:31
gak ada jnt,1,2025-11-15 19:48:18
syg Skali sya lupa akun sya lama jdi flayletet saya GK bisa,5,2025-11-15 19:48:13
cepat dan tepat waktu,5,2025-11-15 19:46:16
aplikasi ini sangat membantu sekali. thanks you,5,2025-11-15 19:45:50
mantap,5,2025-11-15 19:44:58
"karena sering ditunda terus jadi gk pasti info paket ada dimana, tolong disertakan nomor kurir yang mengirim paket agar bisa dicek info pengirimannya. tolong dibenahi dalam masalah pengiriman, minimal kurir harus kasih info jika ada kendala dijalan, biar konsumen tenang.",4,2025-11-15 19:44:43
sangak baik,5,2025-11-15 19:44:33
mantap,5,2025-11-15 19:44:03
sangat membantu,5,2025-11-15 19:44:01
sangat membantu,5,2025-11-15 19:42:22
"Semakin kesini pengiriman selalu lama, kalah sama L****A",5,2025-11-15 19:42:14
shopee emang luar biasa,5,2025-11-15 19:41:43
bagus,5,2025-11-15 19:40:28
top,5,2025-11-15 19:39:33
wiiih bener sangat membantu.,5,2025-11-15 19:38:51
"terimakasih shopee belanja jadi mudah sangat puas 🙏 yg perlu di tingkatkan sudah belanja di batalkan jujur sejauh ini shopee oke si,🙏♥️",5,2025-11-15 19:38:24
oke,5,2025-11-15 19:37:50
sangat bagus,5,2025-11-15 19:36:04
Mantap,5,2025-11-15 19:35:23
barang yang saya beli selama ini semuanya oke...saya percaya sama shopee semoga selalu amanah,5,2025-11-15 19:34:21
sampai saat ini masih aman dan bisa di percaya,5,2025-11-15 19:34:15
"saya sangat senang berbelanja di apk shopee dimana harga2 produknya sangat terjangkau, dan untuk saat ini dimana sisitim pengiriman dlm estimasi sangat tepat dan bahkan sebelum tgl estimasi yg di tentukan pun SDH sampai. terimakasih shopee",5,2025-11-15 19:33:19
Sekarang no kontak kurir tidak dicantumkan.kita susah kasih informasi. Ditambah kurir seenaknya me schedule ulang pengantaran dgn alasan tidak bisa dihubungi. padahal tidak ada pemberitahuan dari wa kurir sama sekali.,1,2025-11-15 19:33:17
sungguh signifikan,5,2025-11-15 19:30:11
bagus pengiriman cepat,5,2025-11-15 19:29:49
"senang belanja di shopee, kebutuhan apapun sudah tersedia semua di Shopee. apalagi kau mager seperti saya, sangat membantu sekaliii. terimakasih shopee 😍😍🥰",5,2025-11-15 19:29:36
sangat membantu 👍,5,2025-11-15 19:28:54
bagus lanjut,5,2025-11-15 19:28:41
pengiriman bukan tmbah cpt malah tmbah lama,1,2025-11-15 19:27:51
"kamu pembohong terus katanya tgl 14,.sekarang 15 kagak ada juga.terus harus nunggu lagi senin.kalo gak.mampu balikin dama bilang saja dari awal biar aku tidak lagi berlangaganan dengan shopee yang penuh drama",1,2025-11-15 19:27:03
